reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_source_material	library_source_molecule
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208bc29e-9085-11ef-bab5-5bc21580e364	dg.4DFC/208bc29e-9085-11ef-bab5-5bc21580e364	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208bf7dc-9085-11ef-9fd6-ff8ed314067b	dg.4DFC/208bf7dc-9085-11ef-9fd6-ff8ed314067b	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208c30b2-9085-11ef-83ca-2fe3d0f276f8	dg.4DFC/208c30b2-9085-11ef-83ca-2fe3d0f276f8	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208c6500-9085-11ef-8786-1352803a698c	dg.4DFC/208c6500-9085-11ef-8786-1352803a698c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208c980e-9085-11ef-8a97-9fcadd15001f	dg.4DFC/208c980e-9085-11ef-8a97-9fcadd15001f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208ccf18-9085-11ef-b5d7-87f95c274bec	dg.4DFC/208ccf18-9085-11ef-b5d7-87f95c274bec	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208d02d0-9085-11ef-a528-6338e3e87ebe	dg.4DFC/208d02d0-9085-11ef-a528-6338e3e87ebe	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208d3624-9085-11ef-b2af-674abd8b8304	dg.4DFC/208d3624-9085-11ef-b2af-674abd8b8304	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208d6cf2-9085-11ef-a875-173d010deac1	dg.4DFC/208d6cf2-9085-11ef-a875-173d010deac1	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208da140-9085-11ef-b295-d742c4477176	dg.4DFC/208da140-9085-11ef-b295-d742c4477176	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208dd516-9085-11ef-b8e0-e79232838cc4	dg.4DFC/208dd516-9085-11ef-b8e0-e79232838cc4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208e09a0-9085-11ef-a92b-73fcaa5c54a4	dg.4DFC/208e09a0-9085-11ef-a92b-73fcaa5c54a4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208e3f60-9085-11ef-a942-2bcb771cf500	dg.4DFC/208e3f60-9085-11ef-a942-2bcb771cf500	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208e7340-9085-11ef-afe4-0330f13ea5f5	dg.4DFC/208e7340-9085-11ef-afe4-0330f13ea5f5	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208eabc6-9085-11ef-b530-5f703c708560	dg.4DFC/208eabc6-9085-11ef-b530-5f703c708560	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208ee1a4-9085-11ef-9bb3-d7582a53118f	dg.4DFC/208ee1a4-9085-11ef-9bb3-d7582a53118f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208f15e8-9085-11ef-9a24-df9a283a2b4c	dg.4DFC/208f15e8-9085-11ef-9a24-df9a283a2b4c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208f4a54-9085-11ef-b792-ab4cc59ce129	dg.4DFC/208f4a54-9085-11ef-b792-ab4cc59ce129	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208f7e48-9085-11ef-a4eb-5bc699923cae	dg.4DFC/208f7e48-9085-11ef-a4eb-5bc699923cae	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208fb1f6-9085-11ef-a526-976352386615	dg.4DFC/208fb1f6-9085-11ef-a526-976352386615	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208fe702-9085-11ef-b193-73ddae3c5c18	dg.4DFC/208fe702-9085-11ef-b193-73ddae3c5c18	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20901b78-9085-11ef-a461-cf411d48f830	dg.4DFC/20901b78-9085-11ef-a461-cf411d48f830	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20905002-9085-11ef-a5b0-87b9285ff0d4	dg.4DFC/20905002-9085-11ef-a5b0-87b9285ff0d4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20908568-9085-11ef-acb8-e398d42be232	dg.4DFC/20908568-9085-11ef-acb8-e398d42be232	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2090b9c0-9085-11ef-81c0-d73be43a644c	dg.4DFC/2090b9c0-9085-11ef-81c0-d73be43a644c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2090edfa-9085-11ef-be6d-93ff4be98149	dg.4DFC/2090edfa-9085-11ef-be6d-93ff4be98149	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209123ec-9085-11ef-b338-d3c0176425fb	dg.4DFC/209123ec-9085-11ef-b338-d3c0176425fb	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209157c2-9085-11ef-9130-eba0d62d7085	dg.4DFC/209157c2-9085-11ef-9130-eba0d62d7085	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20918bde-9085-11ef-a04e-036a49ed2b25	dg.4DFC/20918bde-9085-11ef-a04e-036a49ed2b25	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2091c05e-9085-11ef-bd31-9b7fff3e44e0	dg.4DFC/2091c05e-9085-11ef-bd31-9b7fff3e44e0	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2091f538-9085-11ef-af2a-17b7c0974342	dg.4DFC/2091f538-9085-11ef-af2a-17b7c0974342	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20922922-9085-11ef-967b-b37595f9cc5e	dg.4DFC/20922922-9085-11ef-967b-b37595f9cc5e	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209262c0-9085-11ef-ac8a-8f0b41c8441a	dg.4DFC/209262c0-9085-11ef-ac8a-8f0b41c8441a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20929632-9085-11ef-b6ad-47eb90c84c86	dg.4DFC/20929632-9085-11ef-b6ad-47eb90c84c86	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2092c9b8-9085-11ef-b3a6-db827b5517b6	dg.4DFC/2092c9b8-9085-11ef-b3a6-db827b5517b6	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2092fff0-9085-11ef-8dce-ff28d679aca8	dg.4DFC/2092fff0-9085-11ef-8dce-ff28d679aca8	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2093339e-9085-11ef-8cff-4b2cd1c9db45	dg.4DFC/2093339e-9085-11ef-8cff-4b2cd1c9db45	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20936882-9085-11ef-814d-db059f58fb15	dg.4DFC/20936882-9085-11ef-814d-db059f58fb15	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20939e42-9085-11ef-8a64-1f452c1f3aa8	dg.4DFC/20939e42-9085-11ef-8a64-1f452c1f3aa8	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2093d240-9085-11ef-8b8f-477e629f5f7f	dg.4DFC/2093d240-9085-11ef-8b8f-477e629f5f7f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2094063e-9085-11ef-b4fe-ff4e1e0893bc	dg.4DFC/2094063e-9085-11ef-b4fe-ff4e1e0893bc	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20944658-9085-11ef-b0b4-8b86c23033c3	dg.4DFC/20944658-9085-11ef-b0b4-8b86c23033c3	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20947a2e-9085-11ef-9f6f-afb97d588b1b	dg.4DFC/20947a2e-9085-11ef-9f6f-afb97d588b1b	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2094b11a-9085-11ef-820b-f707037f8faf	dg.4DFC/2094b11a-9085-11ef-820b-f707037f8faf	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2094e626-9085-11ef-8471-37961e583c15	dg.4DFC/2094e626-9085-11ef-8471-37961e583c15	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209519e8-9085-11ef-be36-f7c7d8d9aa59	dg.4DFC/209519e8-9085-11ef-be36-f7c7d8d9aa59	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20954eae-9085-11ef-b7a6-3f29af24b8a1	dg.4DFC/20954eae-9085-11ef-b7a6-3f29af24b8a1	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20958252-9085-11ef-9787-fb056de280a7	dg.4DFC/20958252-9085-11ef-9787-fb056de280a7	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2095b5c4-9085-11ef-bada-1ff202c46682	dg.4DFC/2095b5c4-9085-11ef-bada-1ff202c46682	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2095eb16-9085-11ef-9ff6-0b38d308e59e	dg.4DFC/2095eb16-9085-11ef-9ff6-0b38d308e59e	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209620e0-9085-11ef-875b-0f6a2af65670	dg.4DFC/209620e0-9085-11ef-875b-0f6a2af65670	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20965498-9085-11ef-b6da-63c94ec971e9	dg.4DFC/20965498-9085-11ef-b6da-63c94ec971e9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20968ada-9085-11ef-ba73-47e7c8e8008d	dg.4DFC/20968ada-9085-11ef-ba73-47e7c8e8008d	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2096c068-9085-11ef-9682-8720a14a7495	dg.4DFC/2096c068-9085-11ef-9682-8720a14a7495	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2096f434-9085-11ef-a074-6f6623654e3f	dg.4DFC/2096f434-9085-11ef-a074-6f6623654e3f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2097eb96-9085-11ef-b0fd-9ff94d350778	dg.4DFC/2097eb96-9085-11ef-b0fd-9ff94d350778	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20982156-9085-11ef-b6fe-976b59aadc62	dg.4DFC/20982156-9085-11ef-b6fe-976b59aadc62	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20985dc4-9085-11ef-aefd-63561e9acc55	dg.4DFC/20985dc4-9085-11ef-aefd-63561e9acc55	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209892da-9085-11ef-b685-5f9c1f9e85fb	dg.4DFC/209892da-9085-11ef-b685-5f9c1f9e85fb	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2098c7c8-9085-11ef-b742-8bae7b6ac5bf	dg.4DFC/2098c7c8-9085-11ef-b742-8bae7b6ac5bf	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2098fed2-9085-11ef-9112-cf08c442a728	dg.4DFC/2098fed2-9085-11ef-9112-cf08c442a728	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209934a6-9085-11ef-ad1a-73391cc2def9	dg.4DFC/209934a6-9085-11ef-ad1a-73391cc2def9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20996868-9085-11ef-9d70-7760bf7df8a2	dg.4DFC/20996868-9085-11ef-9d70-7760bf7df8a2	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20999d42-9085-11ef-ae66-4bd419fe967c	dg.4DFC/20999d42-9085-11ef-ae66-4bd419fe967c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2099d19a-9085-11ef-aa21-535387d66197	dg.4DFC/2099d19a-9085-11ef-aa21-535387d66197	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209a055c-9085-11ef-8342-6bffc84729f2	dg.4DFC/209a055c-9085-11ef-8342-6bffc84729f2	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209a39a0-9085-11ef-8579-fbac1484e090	dg.4DFC/209a39a0-9085-11ef-8579-fbac1484e090	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209a6e2a-9085-11ef-a8cd-77eefa038331	dg.4DFC/209a6e2a-9085-11ef-a8cd-77eefa038331	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209aa21e-9085-11ef-a607-bf12a9ae6450	dg.4DFC/209aa21e-9085-11ef-a607-bf12a9ae6450	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209ad914-9085-11ef-bd9d-03bc5173b9e0	dg.4DFC/209ad914-9085-11ef-bd9d-03bc5173b9e0	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209b0d94-9085-11ef-a0da-13fe3d8c161b	dg.4DFC/209b0d94-9085-11ef-a0da-13fe3d8c161b	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209b4264-9085-11ef-b465-c3ca195e4790	dg.4DFC/209b4264-9085-11ef-b465-c3ca195e4790	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209b7b80-9085-11ef-a9ae-8b57b2b713d7	dg.4DFC/209b7b80-9085-11ef-a9ae-8b57b2b713d7	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209baff6-9085-11ef-98f3-83a784d6341a	dg.4DFC/209baff6-9085-11ef-98f3-83a784d6341a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209be32c-9085-11ef-9028-4faf5ae7e11b	dg.4DFC/209be32c-9085-11ef-9028-4faf5ae7e11b	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209c182e-9085-11ef-9ea2-bb43a472ea60	dg.4DFC/209c182e-9085-11ef-9ea2-bb43a472ea60	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209c4c5e-9085-11ef-b637-b7b9c34931e7	dg.4DFC/209c4c5e-9085-11ef-b637-b7b9c34931e7	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209c802a-9085-11ef-9adc-6b2dc702b170	dg.4DFC/209c802a-9085-11ef-9adc-6b2dc702b170	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209cb540-9085-11ef-b87d-17e0d9ea1713	dg.4DFC/209cb540-9085-11ef-b87d-17e0d9ea1713	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209ce97a-9085-11ef-8a7a-dfbbbd412c70	dg.4DFC/209ce97a-9085-11ef-8a7a-dfbbbd412c70	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209d1ca6-9085-11ef-856c-2f16fb38ba8c	dg.4DFC/209d1ca6-9085-11ef-856c-2f16fb38ba8c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209d50f4-9085-11ef-84eb-0353136c1222	dg.4DFC/209d50f4-9085-11ef-84eb-0353136c1222	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/209d852e-9085-11ef-bfd9-bb1d78910537	dg.4DFC/209d852e-9085-11ef-bfd9-bb1d78910537	Single-cells	
