reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_source_material	library_source_molecule
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20775476-9085-11ef-a59e-534b329b88d0	dg.4DFC/20775476-9085-11ef-a59e-534b329b88d0	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20778a22-9085-11ef-8f69-7b2b52cb5cda	dg.4DFC/20778a22-9085-11ef-8f69-7b2b52cb5cda	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2077bf4c-9085-11ef-908f-137d42bb0264	dg.4DFC/2077bf4c-9085-11ef-908f-137d42bb0264	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2077f3e0-9085-11ef-a1e5-6b06520f4501	dg.4DFC/2077f3e0-9085-11ef-a1e5-6b06520f4501	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20782824-9085-11ef-8b00-5b20c22c0d08	dg.4DFC/20782824-9085-11ef-8b00-5b20c22c0d08	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20785c22-9085-11ef-8647-dfb7b89b30df	dg.4DFC/20785c22-9085-11ef-8647-dfb7b89b30df	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20788f62-9085-11ef-b105-33c018043ef2	dg.4DFC/20788f62-9085-11ef-b105-33c018043ef2	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2078c3ba-9085-11ef-ac8f-373fcddfe1ef	dg.4DFC/2078c3ba-9085-11ef-ac8f-373fcddfe1ef	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2078f7c2-9085-11ef-af57-27aba68fa2bc	dg.4DFC/2078f7c2-9085-11ef-af57-27aba68fa2bc	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20792b5c-9085-11ef-b27a-57c3c2fe3507	dg.4DFC/20792b5c-9085-11ef-b27a-57c3c2fe3507	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2079604a-9085-11ef-be6f-d36c1cbbb360	dg.4DFC/2079604a-9085-11ef-be6f-d36c1cbbb360	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20799470-9085-11ef-8665-67dbb263e436	dg.4DFC/20799470-9085-11ef-8665-67dbb263e436	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2079d002-9085-11ef-9674-bbbd2e6c1a1c	dg.4DFC/2079d002-9085-11ef-9674-bbbd2e6c1a1c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207a045a-9085-11ef-aaa9-8f1d000569d7	dg.4DFC/207a045a-9085-11ef-aaa9-8f1d000569d7	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207a3808-9085-11ef-9d48-17fe29d83240	dg.4DFC/207a3808-9085-11ef-9d48-17fe29d83240	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207a6de6-9085-11ef-8ff1-d7e966380aaa	dg.4DFC/207a6de6-9085-11ef-8ff1-d7e966380aaa	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207aa25c-9085-11ef-88ae-9bb5bfeaf651	dg.4DFC/207aa25c-9085-11ef-88ae-9bb5bfeaf651	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ad5a6-9085-11ef-8034-8398e564deb6	dg.4DFC/207ad5a6-9085-11ef-8034-8398e564deb6	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207b0bfc-9085-11ef-b2f7-db1e8a4f57d4	dg.4DFC/207b0bfc-9085-11ef-b2f7-db1e8a4f57d4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207b40a4-9085-11ef-b16d-476fea7ee0e3	dg.4DFC/207b40a4-9085-11ef-b16d-476fea7ee0e3	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207b7402-9085-11ef-b37c-131bb4e814dc	dg.4DFC/207b7402-9085-11ef-b37c-131bb4e814dc	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ba936-9085-11ef-b3e1-93ebb007b959	dg.4DFC/207ba936-9085-11ef-b3e1-93ebb007b959	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207bdd66-9085-11ef-800e-5376fd37eaee	dg.4DFC/207bdd66-9085-11ef-800e-5376fd37eaee	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207c10ba-9085-11ef-9472-2b8f23dbfc73	dg.4DFC/207c10ba-9085-11ef-9472-2b8f23dbfc73	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207c459e-9085-11ef-a6ba-2f0e1cd0544d	dg.4DFC/207c459e-9085-11ef-a6ba-2f0e1cd0544d	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207c7b90-9085-11ef-ae81-cb0c30812c8a	dg.4DFC/207c7b90-9085-11ef-ae81-cb0c30812c8a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207cafa2-9085-11ef-91a2-231d4ad4ce5c	dg.4DFC/207cafa2-9085-11ef-91a2-231d4ad4ce5c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ce918-9085-11ef-97ed-67111b77a63d	dg.4DFC/207ce918-9085-11ef-97ed-67111b77a63d	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207d1db6-9085-11ef-b31a-8bae33412f45	dg.4DFC/207d1db6-9085-11ef-b31a-8bae33412f45	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207d51b4-9085-11ef-b136-b3a3af78cfce	dg.4DFC/207d51b4-9085-11ef-b136-b3a3af78cfce	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207d86ac-9085-11ef-8cc2-6797e3f6fb8d	dg.4DFC/207d86ac-9085-11ef-8cc2-6797e3f6fb8d	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207dbae6-9085-11ef-92a5-07f55981b2e9	dg.4DFC/207dbae6-9085-11ef-92a5-07f55981b2e9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207def84-9085-11ef-baf0-9736de1533e4	dg.4DFC/207def84-9085-11ef-baf0-9736de1533e4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207e238c-9085-11ef-8a71-2f5962e2dd4f	dg.4DFC/207e238c-9085-11ef-8a71-2f5962e2dd4f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207e579e-9085-11ef-b3f0-cb9f7d2e753c	dg.4DFC/207e579e-9085-11ef-b3f0-cb9f7d2e753c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207e8b74-9085-11ef-a65f-27b03dcb8312	dg.4DFC/207e8b74-9085-11ef-a65f-27b03dcb8312	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ebfe0-9085-11ef-a173-67483476c824	dg.4DFC/207ebfe0-9085-11ef-a173-67483476c824	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ef474-9085-11ef-b825-9b519960d0a4	dg.4DFC/207ef474-9085-11ef-b825-9b519960d0a4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207f27f0-9085-11ef-a79f-bbd5cccc5b75	dg.4DFC/207f27f0-9085-11ef-a79f-bbd5cccc5b75	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207f5cfc-9085-11ef-a37f-b78a354f45de	dg.4DFC/207f5cfc-9085-11ef-a37f-b78a354f45de	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207f92a8-9085-11ef-95b5-cbd08fcd9559	dg.4DFC/207f92a8-9085-11ef-95b5-cbd08fcd9559	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207fc6ba-9085-11ef-9f4c-838186d9ddf3	dg.4DFC/207fc6ba-9085-11ef-9f4c-838186d9ddf3	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/207ffbda-9085-11ef-bdc2-e344fee3cc31	dg.4DFC/207ffbda-9085-11ef-bdc2-e344fee3cc31	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20803050-9085-11ef-bdcb-c7b05451921e	dg.4DFC/20803050-9085-11ef-bdcb-c7b05451921e	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208064bc-9085-11ef-b92d-639bcf95ddf3	dg.4DFC/208064bc-9085-11ef-b92d-639bcf95ddf3	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20809a72-9085-11ef-b0dd-bb40836e9efd	dg.4DFC/20809a72-9085-11ef-b0dd-bb40836e9efd	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2080cec0-9085-11ef-9527-13e2083ced36	dg.4DFC/2080cec0-9085-11ef-9527-13e2083ced36	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208102fa-9085-11ef-ba51-a3cdc2917943	dg.4DFC/208102fa-9085-11ef-ba51-a3cdc2917943	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208137ca-9085-11ef-845e-eb2bf20f6071	dg.4DFC/208137ca-9085-11ef-845e-eb2bf20f6071	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20816ce0-9085-11ef-8e6f-e7d13930fe8a	dg.4DFC/20816ce0-9085-11ef-8e6f-e7d13930fe8a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2081a084-9085-11ef-8c6a-c7a7b3521e8f	dg.4DFC/2081a084-9085-11ef-8c6a-c7a7b3521e8f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2081dbe4-9085-11ef-bd7a-4b759edd847f	dg.4DFC/2081dbe4-9085-11ef-bd7a-4b759edd847f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208210aa-9085-11ef-988a-3fa4887c2477	dg.4DFC/208210aa-9085-11ef-988a-3fa4887c2477	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208244da-9085-11ef-8921-2b4ad29d78a8	dg.4DFC/208244da-9085-11ef-8921-2b4ad29d78a8	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208279fa-9085-11ef-b34d-d75b1190a355	dg.4DFC/208279fa-9085-11ef-b34d-d75b1190a355	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2082aeac-9085-11ef-8670-cf78e6d958d1	dg.4DFC/2082aeac-9085-11ef-8670-cf78e6d958d1	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2082e30e-9085-11ef-91b8-bbc4b298186a	dg.4DFC/2082e30e-9085-11ef-91b8-bbc4b298186a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208317d4-9085-11ef-8407-7fb9b345c325	dg.4DFC/208317d4-9085-11ef-8407-7fb9b345c325	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20834c5e-9085-11ef-9da4-2be13178151f	dg.4DFC/20834c5e-9085-11ef-9da4-2be13178151f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20837fc6-9085-11ef-94d9-330b48194757	dg.4DFC/20837fc6-9085-11ef-94d9-330b48194757	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2083b45a-9085-11ef-b8cd-b73c8ac4245b	dg.4DFC/2083b45a-9085-11ef-b8cd-b73c8ac4245b	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2083e894-9085-11ef-bc49-f7a617ca7c72	dg.4DFC/2083e894-9085-11ef-bc49-f7a617ca7c72	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20841e2c-9085-11ef-abe4-83a5563c532c	dg.4DFC/20841e2c-9085-11ef-abe4-83a5563c532c	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20845a40-9085-11ef-b402-a3938fb3cf0f	dg.4DFC/20845a40-9085-11ef-b402-a3938fb3cf0f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20848ec0-9085-11ef-b9e6-d3835f99f71e	dg.4DFC/20848ec0-9085-11ef-b9e6-d3835f99f71e	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2084c2b4-9085-11ef-827c-b74f3c04ef0e	dg.4DFC/2084c2b4-9085-11ef-827c-b74f3c04ef0e	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2084f978-9085-11ef-bb41-4b1055e04fbf	dg.4DFC/2084f978-9085-11ef-bb41-4b1055e04fbf	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20852dd0-9085-11ef-b71c-3f2710856ceb	dg.4DFC/20852dd0-9085-11ef-b71c-3f2710856ceb	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20856232-9085-11ef-a5c1-e7b78fcb1111	dg.4DFC/20856232-9085-11ef-a5c1-e7b78fcb1111	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208597c0-9085-11ef-a062-576896713a7f	dg.4DFC/208597c0-9085-11ef-a062-576896713a7f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2085cca4-9085-11ef-95ed-ff6c93409846	dg.4DFC/2085cca4-9085-11ef-95ed-ff6c93409846	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2086023c-9085-11ef-a70e-db4a1cba49f9	dg.4DFC/2086023c-9085-11ef-a70e-db4a1cba49f9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208636da-9085-11ef-b82f-735c5260c9ce	dg.4DFC/208636da-9085-11ef-b82f-735c5260c9ce	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20866a74-9085-11ef-b398-b36e510ccd2a	dg.4DFC/20866a74-9085-11ef-b398-b36e510ccd2a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20869f26-9085-11ef-8fd0-c7ccecce8d2a	dg.4DFC/20869f26-9085-11ef-8fd0-c7ccecce8d2a	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2086d338-9085-11ef-a7e9-9f56bfcebee6	dg.4DFC/2086d338-9085-11ef-a7e9-9f56bfcebee6	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208706be-9085-11ef-a96a-57aac69009f4	dg.4DFC/208706be-9085-11ef-a96a-57aac69009f4	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2087407a-9085-11ef-a9c7-f72241798711	dg.4DFC/2087407a-9085-11ef-a9c7-f72241798711	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208774d2-9085-11ef-a605-d797eac94efd	dg.4DFC/208774d2-9085-11ef-a605-d797eac94efd	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2087a7ea-9085-11ef-b85e-4bb74f86e456	dg.4DFC/2087a7ea-9085-11ef-b85e-4bb74f86e456	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2087dbf2-9085-11ef-836c-ff56a9bdb027	dg.4DFC/2087dbf2-9085-11ef-836c-ff56a9bdb027	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20880fa0-9085-11ef-b5b1-a3e87a89f2de	dg.4DFC/20880fa0-9085-11ef-b5b1-a3e87a89f2de	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2088440c-9085-11ef-9ff5-ab4cb96ee6dc	dg.4DFC/2088440c-9085-11ef-9ff5-ab4cb96ee6dc	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20887e2c-9085-11ef-84bc-8b4f848e4b02	dg.4DFC/20887e2c-9085-11ef-84bc-8b4f848e4b02	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2088b374-9085-11ef-8eab-df51b6fb81c9	dg.4DFC/2088b374-9085-11ef-8eab-df51b6fb81c9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2088e722-9085-11ef-8a80-a7930ac60ca6	dg.4DFC/2088e722-9085-11ef-8a80-a7930ac60ca6	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/20891d00-9085-11ef-a1dc-7b0b634a5b81	dg.4DFC/20891d00-9085-11ef-a1dc-7b0b634a5b81	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208950ae-9085-11ef-904a-3b4ebf09abd9	dg.4DFC/208950ae-9085-11ef-904a-3b4ebf09abd9	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2089843e-9085-11ef-806e-eb5eb1b3b9d1	dg.4DFC/2089843e-9085-11ef-806e-eb5eb1b3b9d1	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2089b8d2-9085-11ef-b832-e343b86304a5	dg.4DFC/2089b8d2-9085-11ef-b832-e343b86304a5	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2089ec76-9085-11ef-aeef-4bbaaafb8f6f	dg.4DFC/2089ec76-9085-11ef-aeef-4bbaaafb8f6f	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208a1ff2-9085-11ef-acff-93c57262f2a3	dg.4DFC/208a1ff2-9085-11ef-acff-93c57262f2a3	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208a5594-9085-11ef-a114-bbe74fdcf4c2	dg.4DFC/208a5594-9085-11ef-a114-bbe74fdcf4c2	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208a894c-9085-11ef-835d-d742931d9a84	dg.4DFC/208a894c-9085-11ef-835d-d742931d9a84	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208abcaa-9085-11ef-be6d-83f65af068ca	dg.4DFC/208abcaa-9085-11ef-be6d-83f65af068ca	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208af0c6-9085-11ef-811e-a7818ef09f73	dg.4DFC/208af0c6-9085-11ef-811e-a7818ef09f73	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208b247e-9085-11ef-8b42-f7d18915b3c1	dg.4DFC/208b247e-9085-11ef-8b42-f7d18915b3c1	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208b57d2-9085-11ef-b91c-775ad68a9f14	dg.4DFC/208b57d2-9085-11ef-b91c-775ad68a9f14	Single-cells	
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/208b8e32-9085-11ef-9870-0334fe5ddbd8	dg.4DFC/208b8e32-9085-11ef-9870-0334fe5ddbd8	Single-cells	
