reference_genome_assembly	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e7039df1-a3b9-4ed2-afae-28d4ad08c2a8	dg.4DFC/e7039df1-a3b9-4ed2-afae-28d4ad08c2a8	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/290b23bf-3ff1-4b6c-9c73-749b65b5a0a7	dg.4DFC/290b23bf-3ff1-4b6c-9c73-749b65b5a0a7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/74191bee-5ef6-428e-b6fc-831f16079a13	dg.4DFC/74191bee-5ef6-428e-b6fc-831f16079a13	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/95783cb7-ed24-43cf-9daa-8bd8b7ce9173	dg.4DFC/95783cb7-ed24-43cf-9daa-8bd8b7ce9173	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1727a676-0a20-4150-ab69-3c30e82777ee	dg.4DFC/1727a676-0a20-4150-ab69-3c30e82777ee	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d76fd836-6f40-4eb2-862d-034652ffc42a	dg.4DFC/d76fd836-6f40-4eb2-862d-034652ffc42a	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/143d2496-7f14-4e46-9936-daca9b5969c0	dg.4DFC/143d2496-7f14-4e46-9936-daca9b5969c0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f4ee6614-6f23-474a-a9ae-12114db2c4a6	dg.4DFC/f4ee6614-6f23-474a-a9ae-12114db2c4a6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6af2667f-7517-4d64-9cf5-6e3ee03339d9	dg.4DFC/6af2667f-7517-4d64-9cf5-6e3ee03339d9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/18f23175-ca8e-472f-b6d8-275de233204e	dg.4DFC/18f23175-ca8e-472f-b6d8-275de233204e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/361cae1b-e8d8-43ab-bc12-1e25daf0df31	dg.4DFC/361cae1b-e8d8-43ab-bc12-1e25daf0df31	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7cb09047-afb4-43f4-b747-6228b825892e	dg.4DFC/7cb09047-afb4-43f4-b747-6228b825892e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f4ec0910-62a2-4046-b1ea-63dff6772344	dg.4DFC/f4ec0910-62a2-4046-b1ea-63dff6772344	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/c1372a56-f44e-4fca-b8d1-5c0a11485501	dg.4DFC/c1372a56-f44e-4fca-b8d1-5c0a11485501	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7b272370-b1ce-417e-abdd-cca01f046140	dg.4DFC/7b272370-b1ce-417e-abdd-cca01f046140	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2d044445-fcfd-45ff-b6b0-d044104d98ae	dg.4DFC/2d044445-fcfd-45ff-b6b0-d044104d98ae	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d7be066a-896e-4490-9636-6b55efbbbc2c	dg.4DFC/d7be066a-896e-4490-9636-6b55efbbbc2c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9de67557-4c38-4458-8737-fcf6df04abd7	dg.4DFC/9de67557-4c38-4458-8737-fcf6df04abd7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/fa687adc-3283-4a40-848c-08d2e18dcea0	dg.4DFC/fa687adc-3283-4a40-848c-08d2e18dcea0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/205819f4-8908-4de4-9938-849dfbfd7bb3	dg.4DFC/205819f4-8908-4de4-9938-849dfbfd7bb3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/32b08fed-60c9-4233-ae2a-6e778234e6e6	dg.4DFC/32b08fed-60c9-4233-ae2a-6e778234e6e6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e7d4abb3-0583-40ea-8180-e37c0e34d1c5	dg.4DFC/e7d4abb3-0583-40ea-8180-e37c0e34d1c5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8ed2bae5-be7e-4c0d-b51b-eec045ffb2f5	dg.4DFC/8ed2bae5-be7e-4c0d-b51b-eec045ffb2f5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9f4274fa-15ef-4c5a-979c-698a5ad86b17	dg.4DFC/9f4274fa-15ef-4c5a-979c-698a5ad86b17	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/5f023040-195c-4d54-88cb-89b752ed58a6	dg.4DFC/5f023040-195c-4d54-88cb-89b752ed58a6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/a40f17fa-b2b9-4fa5-99d7-f0137a72e79d	dg.4DFC/a40f17fa-b2b9-4fa5-99d7-f0137a72e79d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/49a02cf8-f98b-404a-9462-ae1bbf12687c	dg.4DFC/49a02cf8-f98b-404a-9462-ae1bbf12687c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8063d42c-1e54-4f96-895e-c7e197210414	dg.4DFC/8063d42c-1e54-4f96-895e-c7e197210414	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/40b0ca08-b75e-4e61-8b43-4aae7ca5ffbd	dg.4DFC/40b0ca08-b75e-4e61-8b43-4aae7ca5ffbd	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7d2deb7a-bc56-4804-85f1-93d6ff05b2ea	dg.4DFC/7d2deb7a-bc56-4804-85f1-93d6ff05b2ea	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9bc4264f-c6dd-451a-b6a1-4ca107fc4018	dg.4DFC/9bc4264f-c6dd-451a-b6a1-4ca107fc4018	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ebcca5cf-e34c-4ad6-865d-d2ef60345936	dg.4DFC/ebcca5cf-e34c-4ad6-865d-d2ef60345936	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/fb81ce36-b67a-42e5-94dc-1a76adffe415	dg.4DFC/fb81ce36-b67a-42e5-94dc-1a76adffe415	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/40db1d2a-6c0f-497f-a866-62bb04b6dd60	dg.4DFC/40db1d2a-6c0f-497f-a866-62bb04b6dd60	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6c646d2b-df89-425e-b4ec-9ff016c3a709	dg.4DFC/6c646d2b-df89-425e-b4ec-9ff016c3a709	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/5b1752a7-217a-4137-bf24-28ffc0d20a5d	dg.4DFC/5b1752a7-217a-4137-bf24-28ffc0d20a5d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/a46e7cb7-4ce9-4e2e-8af1-662787ce3fff	dg.4DFC/a46e7cb7-4ce9-4e2e-8af1-662787ce3fff	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b90bb636-9bbc-42de-a5c7-011a6e97b923	dg.4DFC/b90bb636-9bbc-42de-a5c7-011a6e97b923	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b344a2f8-5982-4e3c-b629-0e0c745edf44	dg.4DFC/b344a2f8-5982-4e3c-b629-0e0c745edf44	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8a7029e2-aac4-4a03-b534-ed356e880f3e	dg.4DFC/8a7029e2-aac4-4a03-b534-ed356e880f3e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6145d33b-1772-4102-92c5-d6f2ab107166	dg.4DFC/6145d33b-1772-4102-92c5-d6f2ab107166	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b4df4642-d9aa-43f4-9996-807d2558e4fc	dg.4DFC/b4df4642-d9aa-43f4-9996-807d2558e4fc	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6b54ec52-4bdc-44b2-8e1c-a10672d18b2c	dg.4DFC/6b54ec52-4bdc-44b2-8e1c-a10672d18b2c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d8bf48ae-baba-402e-aae2-c66138f5ddd1	dg.4DFC/d8bf48ae-baba-402e-aae2-c66138f5ddd1	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/261a09ac-23e2-4358-b06b-c3ace1835504	dg.4DFC/261a09ac-23e2-4358-b06b-c3ace1835504	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3c90138f-2716-489a-9fce-abaf2a578506	dg.4DFC/3c90138f-2716-489a-9fce-abaf2a578506	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8d4366c5-4dc7-4463-baa7-228a9e164179	dg.4DFC/8d4366c5-4dc7-4463-baa7-228a9e164179	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/812066a9-5a84-45b8-89a9-63a3caa60f3d	dg.4DFC/812066a9-5a84-45b8-89a9-63a3caa60f3d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2bbbaca4-00a1-44b1-b5da-3c673e816f20	dg.4DFC/2bbbaca4-00a1-44b1-b5da-3c673e816f20	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/77b172b3-8381-4ec3-8ca6-cec35d22da15	dg.4DFC/77b172b3-8381-4ec3-8ca6-cec35d22da15	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7098b26c-d443-43b7-9119-627795eebef6	dg.4DFC/7098b26c-d443-43b7-9119-627795eebef6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/77d46706-2437-4137-8c5a-73d79a93a744	dg.4DFC/77d46706-2437-4137-8c5a-73d79a93a744	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/274414a1-cca5-4040-aabd-411eed922c73	dg.4DFC/274414a1-cca5-4040-aabd-411eed922c73	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8814ea2d-9922-44ba-8da3-03d7852c6dfc	dg.4DFC/8814ea2d-9922-44ba-8da3-03d7852c6dfc	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3ca5fc07-06ad-47bc-983f-aeffd11baff9	dg.4DFC/3ca5fc07-06ad-47bc-983f-aeffd11baff9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/95367fed-ce84-40c0-8300-5598e46a2353	dg.4DFC/95367fed-ce84-40c0-8300-5598e46a2353	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/29ad86e9-dd10-472b-8a21-e5a68b0d6416	dg.4DFC/29ad86e9-dd10-472b-8a21-e5a68b0d6416	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/03006cba-e2c9-411e-94cc-3bbc7945f289	dg.4DFC/03006cba-e2c9-411e-94cc-3bbc7945f289	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/38e0eef7-f9fa-41f0-90ae-4c3d9dcc9556	dg.4DFC/38e0eef7-f9fa-41f0-90ae-4c3d9dcc9556	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2b78d9c4-fc7b-4bfc-a305-b60f272b11f3	dg.4DFC/2b78d9c4-fc7b-4bfc-a305-b60f272b11f3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d6537960-068b-43e7-a522-457065ad945f	dg.4DFC/d6537960-068b-43e7-a522-457065ad945f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/cce28a42-ba78-4879-9a9e-4bdd04c0e658	dg.4DFC/cce28a42-ba78-4879-9a9e-4bdd04c0e658	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1d9eee5e-9178-409e-a196-6b46df0e6005	dg.4DFC/1d9eee5e-9178-409e-a196-6b46df0e6005	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/5006bc18-853b-40e2-ad53-499a90a8cc8f	dg.4DFC/5006bc18-853b-40e2-ad53-499a90a8cc8f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1704b568-42d1-42df-8d30-e45eaabaa6fd	dg.4DFC/1704b568-42d1-42df-8d30-e45eaabaa6fd	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1e5deaeb-23be-484d-9be1-aca7a550961d	dg.4DFC/1e5deaeb-23be-484d-9be1-aca7a550961d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9608b9bc-eba0-48be-9547-f875bef97f1f	dg.4DFC/9608b9bc-eba0-48be-9547-f875bef97f1f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b75ea2b8-e917-4aca-ad17-37d963b4abf7	dg.4DFC/b75ea2b8-e917-4aca-ad17-37d963b4abf7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e5177746-c511-4e11-a849-4c44fb370b84	dg.4DFC/e5177746-c511-4e11-a849-4c44fb370b84	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3211d352-8acc-4cf3-aa2b-6bdd48ca7296	dg.4DFC/3211d352-8acc-4cf3-aa2b-6bdd48ca7296	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d5bd875f-48b3-42d3-b3ee-ffb4632c049f	dg.4DFC/d5bd875f-48b3-42d3-b3ee-ffb4632c049f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4e11b9f5-e8f2-4c31-baf6-57dc3b81071c	dg.4DFC/4e11b9f5-e8f2-4c31-baf6-57dc3b81071c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/219880a5-3bd2-495f-bb41-e1599d71d43e	dg.4DFC/219880a5-3bd2-495f-bb41-e1599d71d43e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/bae63512-0724-4411-a936-f904ef77fd83	dg.4DFC/bae63512-0724-4411-a936-f904ef77fd83	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8cc18b5f-96a1-4c6d-9cdc-eef90e058aa9	dg.4DFC/8cc18b5f-96a1-4c6d-9cdc-eef90e058aa9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/cff02656-def8-45f3-993f-94815a8aa5d9	dg.4DFC/cff02656-def8-45f3-993f-94815a8aa5d9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1a67ccba-8f78-468e-8543-3c16ab2a6cb5	dg.4DFC/1a67ccba-8f78-468e-8543-3c16ab2a6cb5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/231ccefa-537c-4b95-87c7-56b116928ec5	dg.4DFC/231ccefa-537c-4b95-87c7-56b116928ec5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f0e69193-d202-4f26-b42b-06989c5d6b0a	dg.4DFC/f0e69193-d202-4f26-b42b-06989c5d6b0a	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4bca2b88-25d9-4eb2-a2a9-6403494ff720	dg.4DFC/4bca2b88-25d9-4eb2-a2a9-6403494ff720	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7e7f8014-cd8b-4543-bc0c-b9635ef814e4	dg.4DFC/7e7f8014-cd8b-4543-bc0c-b9635ef814e4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/90707064-5204-416a-a8c2-11e7a8791db0	dg.4DFC/90707064-5204-416a-a8c2-11e7a8791db0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f5d88087-cbb6-4711-901f-181b40ef3199	dg.4DFC/f5d88087-cbb6-4711-901f-181b40ef3199	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/90d5e104-97e2-4d2b-9a13-f378eef6c9b6	dg.4DFC/90d5e104-97e2-4d2b-9a13-f378eef6c9b6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b91de6ae-aec3-499f-b1b3-316c4df673a2	dg.4DFC/b91de6ae-aec3-499f-b1b3-316c4df673a2	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/0a09f70b-9d27-4fb8-b54c-6ff4deb588f5	dg.4DFC/0a09f70b-9d27-4fb8-b54c-6ff4deb588f5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/566f96aa-8359-4f0d-aea5-c28ac3be1e96	dg.4DFC/566f96aa-8359-4f0d-aea5-c28ac3be1e96	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4229a9af-725f-4d33-8634-c188e73084ad	dg.4DFC/4229a9af-725f-4d33-8634-c188e73084ad	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b19630df-4b73-4f3a-af48-ec2906900397	dg.4DFC/b19630df-4b73-4f3a-af48-ec2906900397	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2b521122-0696-4754-8479-754caf2c44cf	dg.4DFC/2b521122-0696-4754-8479-754caf2c44cf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/985acd61-5704-4ea2-9bed-fc328ca21456	dg.4DFC/985acd61-5704-4ea2-9bed-fc328ca21456	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/04b8aada-774d-46d3-b760-ff6fb0d3b288	dg.4DFC/04b8aada-774d-46d3-b760-ff6fb0d3b288	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e16408b9-fe52-43f8-aeda-a35366cf670d	dg.4DFC/e16408b9-fe52-43f8-aeda-a35366cf670d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b0caadea-3730-449f-a9c5-daab467c6854	dg.4DFC/b0caadea-3730-449f-a9c5-daab467c6854	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/5acf68ec-b054-4a3f-b22e-b4ca2e613783	dg.4DFC/5acf68ec-b054-4a3f-b22e-b4ca2e613783	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7f5cb138-44ac-4810-95e2-db5dce9f33e7	dg.4DFC/7f5cb138-44ac-4810-95e2-db5dce9f33e7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b93646fc-e4af-467c-aad8-dff9a0b52fd5	dg.4DFC/b93646fc-e4af-467c-aad8-dff9a0b52fd5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/70247c79-3d10-4e63-9561-b00aff5f381b	dg.4DFC/70247c79-3d10-4e63-9561-b00aff5f381b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ec00b011-1ec1-498c-8a04-5761b7cb7219	dg.4DFC/ec00b011-1ec1-498c-8a04-5761b7cb7219	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/71497f13-b109-4d59-9dba-83d1666fbce2	dg.4DFC/71497f13-b109-4d59-9dba-83d1666fbce2	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/35187688-c622-4026-9aa0-7bee73c7569b	dg.4DFC/35187688-c622-4026-9aa0-7bee73c7569b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3dfc7d2d-10f8-4d63-89e2-1277579d5ad8	dg.4DFC/3dfc7d2d-10f8-4d63-89e2-1277579d5ad8	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/16f066d6-54fc-4a8d-a19d-61cf5e02c347	dg.4DFC/16f066d6-54fc-4a8d-a19d-61cf5e02c347	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/62146be0-1679-4c00-9199-71247e854945	dg.4DFC/62146be0-1679-4c00-9199-71247e854945	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/aff7f677-5f6b-4707-a479-e4e8d2087034	dg.4DFC/aff7f677-5f6b-4707-a479-e4e8d2087034	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/bb01c046-ff98-4d48-a353-6edf8fbc1836	dg.4DFC/bb01c046-ff98-4d48-a353-6edf8fbc1836	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/04f73320-0030-4c13-a665-a3d60240c1a5	dg.4DFC/04f73320-0030-4c13-a665-a3d60240c1a5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9238a09b-6a0d-48ff-bbc4-2cef8babfac8	dg.4DFC/9238a09b-6a0d-48ff-bbc4-2cef8babfac8	Not specified in data
